,id_HDATA,Respondent.Serial.SourceFile,Respondent.Origin,Respondent.Origin.Other,DataCollection.Status,DataCollection.InterviewerID,DataCollection.StartTime,DataCollection.FinishTime,DataCollection.MetadataVersionNumber,DataCollection.MetadataVersionGUID,DataCollection.RoutingContext,DataCollection.Variant,DataCollection.EndQuestion,DataCollection.TerminateSignal,DataCollection.SeedValue,DataCollection.InterviewEngine,DataCollection.CurrentPage,DataCollection.Debug,DataCollection.QuotaID,DataCleaning.Note,DataCleaning.Status,DataCleaning.ReviewStatus,address,age,before,biology,expect,gen_ent,gender,museums,visits,visits12,adults,under16s,under11s,galleries,rating_ent[{dinosaurs}].rating_ent_grid,rating_ent[{whales}].rating_ent_grid,human,species,rating_ent[{mammals}].rating_ent_grid,genbalance,agebalance,_name,oth_mus,plan,prefer,school,signs,similar,sounds,side_main,serial,entrance,education,certificat,location,who_with,grp_type,group_org,resident,distance,interview,time_spent,long_short,remember,interest,found_way,signs_how,desc_leave,when_decid,why_decid,plan_time,plan_none,plan_view,know_way,find_way,desc_enter,visothers,plan_order[{first}].plan_order_grid,plan_order[{second}].plan_order_grid,plan_order[{third}].plan_order_grid,plan_order[{fourth}].plan_order_grid,plan_order[{fifth}].plan_order_grid,order[{sixth}].order_grid,order[{seventh}].order_grid,order[{eighth}].order_grid,order[{ninth}].order_grid,order[{tenth}].order_grid,order[{eleventh}].order_grid,order[{twelfth}].order_grid,order[{thirteenth}].order_grid,order[{fourteenth}].order_grid,order[{fifteenth}].order_grid,order[{sixteenth}].order_grid,rating[{other}].rating_grid,rating_ent[{dinosaurs}].rating_ent_grid,rating_ent[{conservation}].rating_ent_grid,rating_ent[{fish_and_reptiles}].rating_ent_grid,rating_ent[{fossils}].rating_ent_grid,rating_ent[{birds}].rating_ent_grid,rating_ent[{insects}].rating_ent_grid,rating_ent[{whales}].rating_ent_grid,rating_ent[{mammals}].rating_ent_grid,rating_ent[{minerals}].rating_ent_grid,rating_ent[{ecology}].rating_ent_grid,rating_ent[{botany}].rating_ent_grid,rating_ent[{origin_of_species}].rating_ent_grid,rating_ent[{human_biology}].rating_ent_grid,rating_ent[{evolution}].rating_ent_grid,rating_ent[{wildlife_in_danger}].rating_ent_grid,plan_order[{first}].plan_order_grid,plan_order[{second}].plan_order_grid,plan_order[{third}].plan_order_grid,plan_order[{fourth}].plan_order_grid,plan_order[{fifth}].plan_order_grid,rating_ent[{dinosaurs}].rating_ent_grid,rating_ent[{conservation}].rating_ent_grid,rating_ent[{fish_and_reptiles}].rating_ent_grid,rating_ent[{fossils}].rating_ent_grid,rating_ent[{birds}].rating_ent_grid,rating_ent[{insects}].rating_ent_grid,rating_ent[{whales}].rating_ent_grid,rating_ent[{mammals}].rating_ent_grid,rating_ent[{minerals}].rating_ent_grid,rating_ent[{ecology}].rating_ent_grid,rating_ent[{botany}].rating_ent_grid,rating_ent[{origin_of_species}].rating_ent_grid,rating_ent[{human_biology}].rating_ent_grid,rating_ent[{evolution}].rating_ent_grid,rating_ent[{wildlife_in_danger}].rating_ent_grid,@1
36,37,,,,177;,,2002-07-19 12:42:30.999,2002-07-22 14:52:31.000,,,186,,,,,,,,,,,,"126 Commonfield Road, Woodchurch, London NW3",2,1,1,1.0,1,1,,2.0,0.0,2.0,0.0,0.0,,,,,,,0.887905657291412,0.917682945728302,Colin Bell,2,2.0,,,,2, ,Main,37,1,2,2;,,2,2.0,,1,1.0,1,,,,,,,,2.0,1.0,12.0,1.0,,,,12;,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5;,2;,5;,3;,1;,2;,5;,4;,3;,1;,1;,4;,5;,5;,4;,1.0
37,38,,,,177;,,2002-07-19 12:42:30.999,2002-07-22 16:52:31.000,,,186,,,,,,,,,,,, ,5,2,2,3.0,1,1,1;,,,8.0,0.0,0.0,,,,,,,0.887905657291412,0.826923131942749, ,1,2.0,,,,1, ,Main,38,1,2,,4;,2,2.0,,2,,1,,,,,,,,1.0,2.0,6.0,1.0,,,,12;,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5;,3;,3;,2;,3;,1;,4;,2;,1;,4;,1;,4;,1;,4;,3;,1.0
38,39,,,,177;,,2002-07-19 12:42:30.999,2002-07-22 18:52:31.000,,,186,,,,,,,,,,,, ,2,2,2,1.0,2,2,1;,,,2.0,0.0,0.0,,,,,,,1.14448666572571,0.917682945728302, ,1,2.0,,7.0,,1, ,Main,39,1,1,,4;,2,2.0,,2,,1,,,,,,,,1.0,8.0,5.0,1.0,,,,12;,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4;,4;,2;,3;,4;,2;,3;,4;,3;,4;,4;,4;,5;,4;,4;,1.0
39,40,,,,177;,,2002-07-19 12:42:30.999,2002-07-22 20:52:31.000,,,186,,,,,,,,,,,,"95 Ladybridge Road, Cheadle Hulme, London SE18",3,1,2,1.0,1,1,2;,1.0,1.0,2.0,0.0,0.0,,,,,,,0.887905657291412,0.792105317115784,Hugh Campbell,1,2.0,,,,1, ,Main,40,1,2,,4;,2,3.0,,1,1.0,1,,,,,,,,1.0,8.0,6.0,1.0,,,,12;,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5;,4;,3;,5;,1;,1;,5;,5;,2;,4;,1;,5;,3;,4;,5;,1.0
40,41,,,,177;,,2002-07-19 12:42:30.999,2002-07-22 22:52:31.000,,,186,,,,,,,,,,,,"57 Banks Road, West Kirby",6,2,2,7.0,2,2,,,,6.0,0.0,1.0,,,,,,,1.14448666572571,1.36818182468414,Naomi Cohen,2,2.0,,,,2, ,Main,41,1,2,,,2,4.0,,1,6.0,1,,,,,,,,11.0,6.0,6.0,1.0,,,,12;,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4;,1;,4;,1;,4;,4;,5;,5;,3;,1;,1;,4;,1;,1;,5;,1.0
41,42,,,,177;,,2002-07-19 12:42:30.999,2002-07-23 00:52:31.000,,,186,,,,,,,,,,,, ,2,2,2,7.0,1,1,1;5;,,,3.0,0.0,0.0,,,,,,,0.887905657291412,0.917682945728302, ,1,2.0,,7.0,,1, ,Main,42,1,1,,2;,2,2.0,,2,,1,,,,,,,,1.0,2.0,5.0,1.0,,,,2;,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3;,1;,1;,3;,1;,1;,2;,2;,1;,5;,1;,5;,5;,5;,4;,1.0
42,43,,,,177;,,2002-07-19 12:42:30.999,2002-07-23 02:52:31.000,,,186,,,,,,,,,,,, ,4,2,2,3.0,1,1,,,,2.0,0.0,0.0,,,,,,,0.887905657291412,0.391927063465118, ,2,2.0,,7.0,,1, ,Main,43,1,1,,2;3;,2,3.0,,2,,1,,,,,,,,2.0,3.0,5.0,1.0,,,,10;,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3;,4;,3;,4;,3;,3;,5;,3;,5;,4;,3;,5;,3;,2;,3;,1.0
43,44,,,,177;,,2002-07-19 12:42:30.999,2002-07-23 04:52:31.000,,,186,,,,,,,,,,,,"100 Plungington Road, Newcastle",5,2,2,1.0,2,2,1;2;3;,,,2.0,0.0,0.0,,,,,,,1.14448666572571,0.826923131942749,Marion Jones,1,1.0,,,,2, ,Main,44,1,2,,,2,3.0,,1,8.0,1,,,,,,,,11.0,3.0,11.0,,1;4;,2.0,1;,2;,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;,4;,;,;,;,5;,4;,5;,5;,3;,3;,5;,4;,5;,4;,4;,5;,4;,5;,5;,1.0
44,45,,,,177;,,2002-07-19 12:42:30.999,2002-07-23 06:52:31.000,,,186,,,,,,,,,,,, ,5,1,2,3.0,1,1,7;,2.0,0.0,2.0,0.0,0.0,,,,,,,0.887905657291412,0.826923131942749, ,1,1.0,,,,1, ,Main,45,1,2,,2;3;,2,3.0,,2,,1,,,,,,,,11.0,8.0,4.0,,4;6;,1.0,,12;,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4;,6;,;,;,;,3;,4;,3;,5;,3;,5;,1;,3;,1;,3;,1;,5;,1;,4;,4;,1.0
45,46,,,,177;,,2002-07-19 12:42:30.999,2002-07-23 08:52:31.000,,,186,,,,,,,,,,,, ,5,2,2,5.0,2,2,,,,2.0,0.0,0.0,,,,,,,1.14448666572571,0.826923131942749, ,2,1.0,,,,1, ,Main,46,1,2,,2;3;,2,2.0,,2,,1,,,,,,,,1.0,3.0,12.0,,1;,2.0,2;,2;,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;,;,;,;,;,5;,1;,3;,4;,1;,1;,4;,4;,1;,1;,1;,1;,3;,1;,3;,1.0
46,47,,,,177;,,2002-07-19 12:42:30.999,2002-07-23 10:52:31.000,,,186,,,,,,,,,,,,"5 Moorclose Walk, Harpurhey",8,1,1,2.0,2,2,2;,2.0,0.0,2.0,0.0,0.0,,,,,,,1.14448666572571,4.703125,Carlotta Shepherd,1,2.0,,,,1, ,Main,47,1,2,5;,2;,2,2.0,,1,2.0,1,,,,,,,,11.0,8.0,10.0,2.0,,2.0,3;,10;,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4;,4;,1;,5;,4;,1;,5;,1;,3;,4;,5;,5;,4;,5;,4;,1.0
47,48,,,,177;,,2002-07-19 12:42:30.999,2002-07-23 12:52:31.000,,,186,,,,,,,,,,,,"370 Banff Road, Hollinwood",7,1,2,1.0,2,2,,1.0,0.0,3.0,0.0,0.0,,,,,,,1.14448666572571,2.28030300140381,Nancy Mizrahi,2,1.0,,,,2, ,Main,48,1,2,,,2,3.0,,1,2.0,1,,,,,,,,1.0,9.0,2.0,,5;,2.0,8;,12;,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5;,;,;,;,;,4;,5;,3;,1;,4;,1;,5;,1;,5;,4;,5;,5;,2;,5;,5;,1.0
48,49,,,,177;,,2002-07-19 12:42:30.999,2002-07-23 14:52:31.000,,,186,,,,,,,,,,,,"84 Higher Antley Street, Bath",4,2,1,1.0,1,1,1;,,,2.0,0.0,0.0,,,,,,,0.887905657291412,0.391927063465118,Malcolm Begley,1,2.0,,,,1, ,Main,49,1,2,1;,1;,2,3.0,,1,7.0,1,,,,,,,,8.0,4.0,6.0,1.0,,,,12;,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4;,3;,4;,4;,3;,4;,5;,5;,5;,4;,3;,3;,4;,3;,4;,1.0
49,50,,,,177;,,2002-07-19 12:42:30.999,2002-07-23 16:52:31.000,,,186,,,,,,,,,,,, ,1,2,2,1.0,2,2,,,,,,,,,,,,,1.14448666572571,1.98026311397552, ,2,1.0,,7.0,,1, ,Main,50,1,1,,2;,2,1.0,2.0,2,,1,,,,,,,,11.0,2.0,6.0,,1;4;9;11;,2.0,3;,12;,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;,4;,9;,11;,;,5;,5;,3;,5;,3;,2;,5;,4;,4;,5;,5;,5;,4;,5;,5;,1.0
50,51,,,,177;,,2002-07-19 12:42:30.999,2002-07-23 18:52:31.000,,,186,,,,,,,,,,,,"22 Beck Nook, Staveley",5,1,2,2.0,2,2,,40.0,1.0,3.0,1.0,0.0,,,,,,,1.14448666572571,0.826923131942749,Louise Nicol,2,1.0,,,,1, ,Main,51,1,2,,1;2;,2,3.0,,1,3.0,1,,,,,,,,3.0,6.0,10.0,,1;6;12;,1.0,,12;,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12;,1;,6;,;,;,4;,5;,3;,5;,5;,5;,4;,4;,4;,4;,4;,4;,5;,3;,5;,1.0
51,52,,,,177;,,2002-07-19 12:42:30.999,2002-07-23 20:52:31.000,,,186,,,,,,,,,,,,"137 Main Street, London NW3",2,2,1,8.0,1,1,2;,,,,,,,,,,,,0.887905657291412,0.917682945728302,Kenneth Gay,1,2.0,,,,2, ,Main,52,1,2,2;,,1,,,1,1.0,1,,,,,,,,1.0,2.0,5.0,1.0,,,,2;,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4;,2;,4;,3;,3;,1;,4;,4;,4;,3;,1;,4;,1;,3;,3;,1.0
52,53,,,,177;,,2002-07-19 12:42:30.999,2002-07-23 22:52:31.000,,,186,,,,,,,,,,,,"Gatehouse, 53 Bolton Road, Pendleton",2,1,1,5.0,2,2,1;2;,11.0,0.0,2.0,0.0,0.0,,,,,,,1.14448666572571,0.917682945728302,Marcie Jackson,1,1.0,,7.0,,1, ,Main,53,1,1,2;,2;,2,2.0,,1,3.0,1,,,,,,,,1.0,3.0,5.0,,3;8;12;,1.0,,12;,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12;,8;,3;,;,;,5;,5;,5;,3;,4;,4;,4;,5;,4;,5;,3;,5;,5;,5;,5;,1.0
53,54,,,,177;,,2002-07-19 12:42:30.999,2002-07-24 00:52:31.000,,,186,,,,,,,,,,,, ,2,2,2,8.0,2,2,,,,2.0,0.0,0.0,,,,,,,1.14448666572571,0.917682945728302, ,2,2.0,,7.0,,1, ,Main,54,1,1,,3;,2,3.0,,2,,1,,,,,,,,3.0,1.0,4.0,1.0,,,,12;,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3;,2;,1;,1;,1;,1;,3;,2;,1;,3;,1;,3;,3;,3;,3;,1.0
54,55,,,,177;,,2002-07-19 12:42:30.999,2002-07-24 02:52:31.000,,,186,,,,,,,,,,,, ,8,2,2,2.0,1,1,,,,2.0,0.0,0.0,,,,,,,0.887905657291412,4.703125, ,2,2.0,,,,1, ,Main,55,1,2,,3;4;,2,3.0,,2,,1,,,,,,,,2.0,5.0,6.0,1.0,,,,12;,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4;,3;,2;,5;,5;,1;,5;,4;,1;,1;,1;,4;,1;,2;,3;,1.0
55,56,,,,177;,,2002-07-19 12:42:30.999,2002-07-24 04:52:31.000,,,186,,,,,,,,,,,,"56 Derby Road, Ornerley",5,1,1,6.0,2,2,1;,1.0,0.0,2.0,1.0,0.0,,,,,,,1.14448666572571,0.826923131942749,Antonia Barter,1,2.0,,,,1, ,Main,56,1,2,2;,1;,2,3.0,,1,7.0,1,,,,,,,,11.0,2.0,5.0,2.0,,2.0,2;4;5;,12;,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5;,4;,5;,3;,5;,4;,5;,4;,2;,3;,4;,4;,3;,4;,5;,1.0
56,57,,,,177;,,2002-07-19 12:42:30.999,2002-07-24 06:52:31.000,,,186,,,,,,,,,,,,"13 Smithdown Road, London SE7",2,1,1,7.0,1,1,,2.0,0.0,11.0,0.0,0.0,,,,,,,0.887905657291412,0.917682945728302,Jonathan Ussher,2,2.0,,,,1, ,Main,57,1,2,2;,1;,2,2.0,,1,1.0,1,,,,,,,,1.0,9.0,2.0,1.0,,,,12;,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4;,3;,4;,1;,2;,5;,3;,4;,1;,2;,3;,4;,3;,4;,4;,1.0
57,58,,,,177;,,2002-07-19 12:42:30.999,2002-07-24 08:52:31.000,,,186,,,,,,,,,,,,"96 Carlton Road, Helmsley",6,2,2,1.0,1,1,,,,2.0,0.0,0.0,,,,,,,0.887905657291412,1.36818182468414,David Watson,2,2.0,,,,2, ,Main,58,1,2,,,2,3.0,,1,6.0,1,,,,,,,,5.0,2.0,6.0,1.0,,,,12;,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4;,5;,4;,2;,3;,3;,5;,5;,3;,2;,3;,4;,4;,4;,5;,1.0
58,59,,,,177;,,2002-07-19 12:42:30.999,2002-07-24 10:52:31.000,,,186,,,,,,,,,,,, ,3,1,1,1.0,1,1,1;3;,10.0,5.0,,,,,,,,,,0.887905657291412,0.792105317115784, ,1,1.0,,7.0,,1, ,Main,59,1,1,3;,4;,1,,,2,,1,,,,,,,,1.0,7.0,5.0,,14;,1.0,,12;,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14;,;,;,;,;,4;,4;,3;,3;,1;,1;,3;,4;,1;,4;,1;,5;,5;,5;,5;,1.0
59,60,,,,177;,,2002-07-19 12:42:30.999,2002-07-24 12:52:31.000,,,186,,,,,,,,,,,,"84 Whitegate Drive, Manchester",3,1,2,1.0,1,1,1;4;6;,5.0,1.0,2.0,0.0,0.0,,,,,,,0.887905657291412,0.792105317115784,David Knights,1,2.0,,7.0,,2, ,Main,60,1,1,,,2,2.0,,1,8.0,1,,,,,,,,2.0,2.0,12.0,1.0,,,,12;,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5;,3;,3;,4;,4;,3;,5;,5;,5;,3;,2;,5;,2;,3;,5;,1.0
60,61,,,,177;,,2002-07-19 12:42:30.999,2002-07-24 14:52:31.000,,,186,,,,,,,,,,,, ,7,2,1,1.0,1,1,,,,,,,,,,,,,0.887905657291412,2.28030300140381, ,2,2.0,,,,1, ,Main,61,1,2,4;,3;,1,,,2,,1,,,,,,,,10.0,4.0,12.0,1.0,,,,10;,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4;,4;,4;,4;,4;,4;,4;,5;,3;,5;,4;,5;,5;,5;,5;,1.0
61,62,,,,177;,,2002-07-19 12:42:30.999,2002-07-24 16:52:31.000,,,186,,,,,,,,,,,,"8-2 Springwell Terrace, Slough",2,1,1,1.0,2,2,,5.0,0.0,,,,,,,,,,1.14448666572571,0.917682945728302,Joanna Telfer,2,1.0,,7.0,,2, ,Main,62,1,1,2;,,1,,,1,3.0,1,,,,,,,,3.0,3.0,3.0,,14;,1.0,,12;,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14;,;,;,;,;,5;,1;,1;,1;,1;,4;,4;,5;,5;,5;,5;,5;,5;,5;,5;,1.0
62,63,,,,177;,,2002-07-19 12:42:30.999,2002-07-24 18:52:31.000,,,186,,,,,,,,,,,,"56 Temple House, Cheetham Hill Rd, Leeds",4,2,2,1.0,2,2,2;,,,2.0,0.0,0.0,,,,,,,1.14448666572571,0.391927063465118,Allana Howard,1,2.0,,,,1, ,Main,63,1,2,,1;,2,2.0,,1,8.0,1,,,,,,,,11.0,9.0,8.0,1.0,,,,12;,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5;,4;,1;,4;,1;,1;,5;,5;,5;,5;,1;,5;,3;,5;,5;,1.0
63,64,,,,177;,,2002-07-19 12:42:30.999,2002-07-24 20:52:31.000,,,186,,,,,,,,,,,,"20 East Lane, Stubley",4,1,1,3.0,2,2,2;,1.0,0.0,,,,,,,,,,1.14448666572571,0.391927063465118,Harriet Davies,1,2.0,,,,1, ,Main,64,1,2,3;,1;,1,,,1,6.0,1,,,,,,,,3.0,2.0,8.0,2.0,,2.0,2;4;,12;,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4;,5;,3;,4;,1;,1;,4;,4;,1;,3;,4;,4;,5;,4;,4;,1.0
64,65,,,,177;,,2002-07-19 12:42:30.999,2002-07-24 22:52:31.000,,,186,,,,,,,,,,,, ,2,2,2,3.0,1,1,2;4;,,,2.0,0.0,0.0,,,,,,,0.887905657291412,0.917682945728302, ,1,2.0,,7.0,,1, ,Main,65,1,1,,2;,2,2.0,,2,,1,,,,,,,,1.0,2.0,12.0,2.0,,2.0,1;,2;,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5;,4;,3;,5;,3;,4;,4;,4;,3;,4;,3;,5;,4;,5;,3;,1.0
65,66,,,,177;,,2002-07-19 12:42:30.999,2002-07-25 00:52:31.000,,,186,,,,,,,,,,,,"840 Harehills Lane, Southend",7,1,2,1.0,1,1,1;2;,40.0,0.0,,,,,,,,,,0.887905657291412,2.28030300140381,Peter Edwards,1,1.0,,,,1, ,Main,66,1,2,,1;,1,,,1,4.0,1,,,,,,,,2.0,3.0,10.0,,14;,1.0,,12;,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14;,;,;,;,;,4;,5;,4;,3;,4;,4;,3;,5;,3;,5;,4;,5;,4;,5;,5;,1.0
66,67,,,,177;,,2002-07-19 12:42:30.999,2002-07-25 02:52:31.000,,,186,,,,,,,,,,,,"50 Laura Street, London SE22",3,1,1,2.0,1,1,,10.0,0.0,,,,,,,,,,0.887905657291412,0.792105317115784,Ian Thomas,2,1.0,,7.0,,1, ,Main,67,1,1,3;,3;,1,,,1,1.0,1,,,,,,,,1.0,3.0,8.0,,6;,1.0,,12;,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6;,;,;,;,;,4;,4;,2;,3;,4;,5;,3;,3;,1;,4;,3;,4;,4;,3;,5;,1.0
67,68,,,,177;,,2002-07-19 12:42:30.999,2002-07-25 04:52:31.000,,,186,,,,,,,,,,,, ,2,1,1,2.0,1,1,1;7;,1.0,0.0,,,,,,,,,,0.887905657291412,0.917682945728302, ,1,2.0,,,,2, ,Main,68,1,2,2;,,1,,,2,,1,,,,,,,,3.0,2.0,12.0,1.0,,,,12;,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4;,3;,4;,4;,3;,1;,4;,5;,2;,4;,3;,4;,4;,5;,5;,1.0
68,69,,,,177;,,2002-07-19 12:42:30.999,2002-07-25 06:52:31.000,,,186,,,,,,,,,,,,"5A Burton Drive, Poynton",3,2,2,7.0,2,2,3;,,,3.0,0.0,1.0,,,,,,,1.14448666572571,0.792105317115784,Tammi Chilman,1,1.0,,,,2, ,Main,69,1,2,,,2,3.0,,1,3.0,1,,,,,,,,2.0,3.0,4.0,,1;7;,2.0,2;5;,12;,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7;,1;,;,;,;,4;,2;,3;,1;,4;,3;,5;,5;,4;,1;,3;,5;,5;,5;,3;,1.0
69,70,,,,177;,,2002-07-19 12:42:30.999,2002-07-25 08:52:31.000,,,186,,,,,,,,,,,, ,1,1,2,1.0,1,1,1;,1.0,1.0,2.0,0.0,0.0,,,,,,,0.887905657291412,1.98026311397552, ,1,2.0,,,,2, ,Main,70,1,2,,,2,2.0,,1,3.0,1,,,,,,,,1.0,9.0,7.0,1.0,,,,12;,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;,3;,1;,2;,2;,2;,4;,4;,1;,1;,1;,3;,3;,3;,3;,1.0
70,71,,,,177;,,2002-07-19 12:42:30.999,2002-07-25 10:52:31.000,,,186,,,,,,,,,,,,"363 Park Road, Ashford",4,1,2,7.0,1,1,,1.0,0.0,4.0,0.0,2.0,,,,,,,0.887905657291412,0.391927063465118,John Ackroyd,2,1.0,,,,2, ,Main,71,1,2,,,2,3.0,,1,3.0,1,,,,,,,,1.0,9.0,6.0,,1;,2.0,3;4;,12;,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;,;,;,;,;,4;,3;,4;,1;,3;,2;,4;,4;,3;,3;,1;,3;,3;,4;,4;,1.0
71,72,,,,177;,,2002-07-19 12:42:30.999,2002-07-25 12:52:31.000,,,186,,,,,,,,,,,,"Modesty, Main Road, Wrinehill",5,1,1,3.0,2,2,1;,12.0,0.0,2.0,0.0,0.0,,,,,,,1.14448666572571,0.826923131942749,Michaela Marston,1,1.0,,,,1, ,Main,72,1,2,2;,1;,2,2.0,,1,2.0,1,,,,,,,,1.0,4.0,2.0,,13;,1.0,,12;,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13;,;,;,;,;,4;,4;,4;,4;,4;,4;,4;,4;,4;,5;,4;,5;,5;,5;,5;,1.0
72,73,,,,177;,,2002-07-19 12:42:30.999,2002-07-25 14:52:31.000,,,186,,,,,,,,,,,,"Chesterfield, Stanhope Road, London SE13",4,2,1,2.0,1,1,,,,,,,,,,,,,0.887905657291412,0.391927063465118,Jeffrey Rosser,2,2.0,,,,1, ,Main,73,1,2,3;,1;,1,,,1,1.0,1,,,,,,,,1.0,9.0,12.0,2.0,,2.0,2;3;4;,12;,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4;,3;,3;,4;,4;,4;,4;,4;,5;,4;,3;,5;,5;,5;,4;,1.0
73,74,,,,177;,,2002-07-19 12:42:30.999,2002-07-25 16:52:31.000,,,186,,,,,,,,,,,, ,5,1,2,1.0,1,1,2;3;,5.0,2.0,2.0,0.0,1.0,,,,,,,0.887905657291412,0.826923131942749, ,1,1.0,,,,2, ,Main,74,1,2,,,2,3.0,,1,1.0,1,,,,,,,,1.0,3.0,5.0,,1;5;12;,1.0,,12;,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12;,1;,5;,;,;,4;,5;,3;,3;,5;,4;,5;,4;,2;,4;,1;,4;,5;,4;,5;,1.0
74,75,,,,177;,,2002-07-19 12:42:30.999,2002-07-25 18:52:31.000,,,186,,,,,,,,,,,,"Lex House, Leadsmithy Street, London EC2",4,1,1,1.0,1,1,,1.0,0.0,2.0,0.0,0.0,,,,,,,0.887905657291412,0.391927063465118,Anthony Anderson,2,2.0,,,,2, ,Main,75,1,2,2;,,2,3.0,,1,1.0,1,,,,,,,,1.0,9.0,3.0,1.0,,,,12;,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4;,4;,4;,4;,4;,4;,4;,4;,4;,4;,4;,4;,4;,4;,4;,1.0
75,76,,,,177;,,2002-07-19 12:42:30.999,2002-07-25 20:52:31.000,,,186,,,,,,,,,,,,"11 Chapel Street, Calverley",6,1,2,3.0,2,2,2;,50.0,0.0,2.0,0.0,0.0,,,,,,,1.14448666572571,1.36818182468414,Frances Jago,1,2.0,,,,1, ,Main,76,1,2,,1;,2,3.0,,1,3.0,1,,,,,,,,1.0,4.0,2.0,1.0,,,,12;,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4;,5;,1;,1;,4;,1;,4;,4;,1;,1;,3;,1;,3;,1;,5;,1.0
76,77,,,,177;,,2002-07-19 12:42:30.999,2002-07-25 22:52:31.000,,,186,,,,,,,,,,,,"55 Longcauseway, Farnworth",2,1,2,1.0,1,1,,2.0,0.0,4.0,1.0,1.0,,,,,,,0.887905657291412,0.917682945728302,Bruce Barron,2,2.0,,,,2, ,Main,77,1,2,,,2,2.0,,1,3.0,1,,,,,,,,2.0,1.0,4.0,1.0,,,,12;,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5;,4;,4;,5;,1;,1;,3;,3;,4;,3;,1;,5;,3;,5;,3;,1.0
77,78,,,,177;,,2002-07-19 12:42:30.999,2002-07-26 00:52:31.000,,,186,,,,,,,,,,,, ,4,1,2,3.0,1,1,,3.0,0.0,2.0,0.0,0.0,,,,,,,0.887905657291412,0.391927063465118, ,2,1.0,,,,1, ,Main,78,1,2,,4;,2,2.0,,2,,1,,,,,,,,1.0,9.0,8.0,,;,2.0,8;,12;,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;,;,;,;,;,4;,1;,4;,5;,4;,1;,2;,2;,5;,4;,4;,3;,4;,3;,3;,1.0
